"1762961937435082753,""Wed Feb 28 22:04:14 +0000 2024"",""0"",""Pemilu tidak kisru pak Mahfud saya pribadi menjadi linmas di tps saya mencoblos no urut 3 tapi faktanya no 2 yg di menang di tps saya dan tps yg lain di kampung saya Prabowo yg menang"",""1762961937435082753"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/KhoirulDjiman/status/1762961937435082753"",""1374317644447322115"",""KhoirulDjiman""";;;;
"1762789951232766248,""Wed Feb 28 22:04:07 +0000 2024"",""47"",""@Aoibluees @narkosun Pak prabowo gak bersalah dia hanya jadi kambing hitam dan memikulnya bertahun tahun mintalah tanggung jwb sama wiranto karena dialah yg sebenarnya harus tanggung jawab peristiwa 98"",""1762961908762918986"","""",""Aoibluees"",""in"",""indonesia"",""2"",""3"",""3"",""https://x.com/dhiezma90/status/1762961908762918986"",""1563439970748350465"",""dhiezma90""";;;;
"1762795267575959721,""Wed Feb 28 22:03:36 +0000 2024"",""0"",""@Miduk17 tidak perlu penggiringan opini liar yang tak bisa dipertanggungjawabkan kebenarannya terkait pak prabowo itu dipensiunkan dini secara hormat makanya ada gelar purnawirawan"",""1762961774771597468"","""",""JhonSitorus_18"",""in"",""South Borneo, Indonesia"",""0"",""0"",""0"",""https://x.com/yazidhandup/status/1762961774771597468"",""2173867352"",""yazidhandup""";;;;
"1762940724860043600,""Wed Feb 28 22:03:14 +0000 2024"",""2"",""@Resty_J_Cayah @bungaliar30 @wiranto1947 @prabowo @sospolkw Nampol banget Jang"",""1762961684212461700"","""",""Resty_J_Cayah"",""in"","""",""0"",""0"",""0"",""https://x.com/nobody_nonono88/status/1762961684212461700"",""1591019458415726593"",""nobody_nonono88""";;;;
"1762961649974321297,""Wed Feb 28 22:03:06 +0000 2024"",""0"","" Prabowo Subianto mengincar mantan bankir untuk menemukan menteri keuangannya sementara ia mencari teknokrat yang dapat mengamankan pendanaan untuk janji-janji kampanyenya sambil menjunjung kehati-hatian fiskal tulis Bloomberg https://t.co/jClfzanApP."",""1762961649974321297"","""","""",""in"",""California"",""0"",""0"",""0"",""https://x.com/FrankyTts/status/1762961649974321297"",""106247388"",""FrankyTts""";;;;
"1762786654870536583,""Wed Feb 28 22:02:35 +0000 2024"",""1"",""@fadlizon @prabowo Dari kalian untuk kalian oleh kalian.. Kalian emang kalian.."",""1762961520210874503"","""",""fadlizon"",""in"","""",""0"",""0"",""0"",""https://x.com/YeyenAgoestine/status/1762961520210874503"",""1269575747712151552"",""YeyenAgoestine""";;;;
"1762961440733024269,""Wed Feb 28 22:02:16 +0000 2024"",""2"",""Bamsoet Apresiasi Kenaikan Pangkat Jenderal Kehormatan Prabowo Subianto https://t.co/99vyHN5zhV #TempoNasional"",""1762961440733024269"","""","""",""in"",""Indonesia"",""1"",""4"",""0"",""https://x.com/tempodotco/status/1762961440733024269"",""18129942"",""tempodotco""";;;;
"1762961420252254581,""Wed Feb 28 22:02:11 +0000 2024"",""110"",""TB Hasanuddin Nilai Pemberian Gelar Jenderal Kehormatan Prabowo Tak Punya Dasar Hukum https://t.co/Du9sZj8TGw #TempoNasional"",""1762961420252254581"","""","""",""in"",""Indonesia"",""0"",""4"",""25"",""https://x.com/tempodotco/status/1762961420252254581"",""18129942"",""tempodotco""";;;;
"1762855732561789133,""Wed Feb 28 22:02:05 +0000 2024"",""2"",""@fajarnugros Prabowo vs prabowo atau AHY vs AHY juga bisa tuh"",""1762961396151849466"","""",""fajarnugros"",""in"","""",""0"",""0"",""0"",""https://x.com/Ramadian40/status/1762961396151849466"",""348792302"",""Ramadian40""";;;;
"1762961349133635675,""Wed Feb 28 22:01:54 +0000 2024"",""0"",""Beredarnya nama kandidat Menteri Keuangan pemerintahan Prabowo-Gibran jika menang di Pilpres adalah Menteri Kesehatan Budi Sadikin Wakil Menteri BUMN Kartika Wirjoatmodjo Ketua Dewan Komisioner OJK Mahendra Siregar dan Direktur Utama BNI Royke Tumilaar https://t.co/EQd8U0t9el."",""1762961349133635675"","""","""",""in"",""California"",""0"",""0"",""0"",""https://x.com/FrankyTts/status/1762961349133635675"",""106247388"",""FrankyTts""";;;;
"1762824774160720165,""Wed Feb 28 22:01:45 +0000 2024"",""0"",""@msaid_didu Prabowo sudah menyadarinya setelah 2x kalah sama Jokowi..."",""1762961309925318793"","""",""msaid_didu"",""in"","""",""0"",""0"",""0"",""https://x.com/BoneSangkala/status/1762961309925318793"",""1282638046005874688"",""BoneSangkala""";;;;
"1762789704657932374,""Wed Feb 28 22:01:39 +0000 2024"",""45"",""@Chavesz08 @JulianLowo @aniesbaswedan @ganjarpranowo Undang juga dong para pelaku Aksi Kamisan buat datang ke acara pelantikan Pak Prabowo. Deket loh mereka tiap Kamis di depan Istana lokasinya. Kasih undangan gih. TOLOL DIPIARA!"",""1762961288064586125"","""",""Chavesz08"",""in"",""Jakarta Capital Region"",""1"",""3"",""2"",""https://x.com/cawangciliwung/status/1762961288064586125"",""1605535113210499072"",""cawangciliwung""";;;;
"1762902305966580213,""Wed Feb 28 22:01:29 +0000 2024"",""43"",""@InfoLurah @prabowo @jokowi Edan balas edan. 1 Maret momentum lengserkan Mukidi ! Sudah kelewat angkuh dan suka² mengelola negara."",""1762961242292134340"","""",""InfoLurah"",""in"",""Jakarta Capital Region"",""0"",""0"",""3"",""https://x.com/Jakasamudera123/status/1762961242292134340"",""1486485379767144451"",""Jakasamudera123""";;;;
"1762484493183582436,""Wed Feb 28 22:00:33 +0000 2024"",""0"",""@XDoradong @01perubahan @Puspen_TNI @prabowo nek tentara wae bisa disetir oleh seorang jokowi trus banyak kemungkinan mudah ngakali tentara lewat oligarky apalagi bulee melotot mata tentara"",""1762961011223793978"","""",""XDoradong"",""in"","""",""0"",""0"",""0"",""https://x.com/rezimtheend/status/1762961011223793978"",""1742835504234856448"",""rezimtheend""";;;;
"1762782776301179243,""Wed Feb 28 21:45:49 +0000 2024"",""0"",""@bdb56vr @NinaCarla07 @griselruiz88 @jokowi @prabowo @airlangga_hrt @ganjarpranowo @puanmaharani_ri @alisyarief @_Rizmaya__ Tp mak banteng takut harun manisku tetiba nongol "",""1762957300544004517"","""",""bdb56vr"",""in"","""",""0"",""0"",""0"",""https://x.com/KtbRizman/status/1762957300544004517"",""1587026855546486787"",""KtbRizman""";;;;
"1762832064863469703,""Wed Feb 28 21:45:44 +0000 2024"",""2"",""@Fahrihamzah Kini Prabowo bukan hanya menanggung dosa Soeharto tapi memikul dosa dosa Jokowi boneka cina bareng2 dg kalian yg super KKN melawan rakyat. Dimana nurani dan otak kalian FH disimpan di dengkul demi recehan?"",""1762957279979290924"","""",""Fahrihamzah"",""in"","""",""0"",""1"",""0"",""https://x.com/dudungsutiawan2/status/1762957279979290924"",""1555207187609550849"",""dudungsutiawan2""";;;;
"1762957144486453269,""Wed Feb 28 21:45:12 +0000 2024"",""0"",""Prabowo Dianugerahi Jenderal Kehormatan PDI Perjuangan Singgung Ungkit Era Reformasi 1998 https://t.co/qH9UBBhrCh"",""1762957144486453269"","""","""",""in"",""Jakarta, Indonesia"",""0"",""0"",""0"",""https://x.com/GesuriID/status/1762957144486453269"",""584835300"",""GesuriID""";;;;
"1762733958796894287,""Wed Feb 28 21:44:55 +0000 2024"",""0"",""@Miduk17 Ah pikiran abang aja yg jauh kesana prabowo udh berubah abang masih tetap sama ttp liat dy dr masalalunya. Galiat yg di kerjakan pas jadi menhan. Ga baik bang terus nilai manusia dr msllnya lalumenghkimi msa dpn "",""1762957073334346166"","""",""JhonSitorus_18"",""in"","""",""0"",""0"",""0"",""https://x.com/Hagaan3/status/1762957073334346166"",""948951957183414273"",""Hagaan3""";;;;
"1762653753872965888,""Wed Feb 28 21:43:26 +0000 2024"",""0"",""@kurawa Emang jasanya apa sih Prabowo selama jadi tentara? Ada yang bisa kasih tau?"",""1762956702687912234"","""",""kurawa"",""in"",""Bumi Bulat Bundar"",""0"",""0"",""0"",""https://x.com/temfciknava/status/1762956702687912234"",""423158194"",""temfciknava""";;;;
"1762840903348306288,""Wed Feb 28 21:42:48 +0000 2024"",""0"",""@NyaiMom2 @fahiraidris @prabowo Sisakan sedikit rasa tidak percaya pada politikus"",""1762956542088011870"","""",""NyaiMom2"",""in"",""Balikpapan. Indonesia"",""0"",""1"",""0"",""https://x.com/ismedBadjeber/status/1762956542088011870"",""185897268"",""ismedBadjeber""";;;;
"1762675968970469402,""Wed Feb 28 21:42:26 +0000 2024"",""0"",""@PakarINTELek @islah_bahrawi Mungkin itu benar kita nantikan sepak terjang Prabowo memimpin Negeri Kepulauan ini."",""1762956450199187861"","""",""PakarINTELek"",""in"",""Jakarta Selatan, DKI Jakarta"",""0"",""0"",""0"",""https://x.com/HappylifeApg/status/1762956450199187861"",""1443201169577283586"",""HappylifeApg""";;;;
"1762955978407116871,""Wed Feb 28 21:40:34 +0000 2024"",""2"",""Tak Hanya Prabowo Ini 7 Sosok Lain yang Juga Terima Pangkat Jenderal Kehormatan Ada Luhut Binsar https://t.co/eDpLUmBwmq"",""1762955978407116871"","""","""",""in"","""",""1"",""0"",""1"",""https://x.com/VIVAcoid/status/1762955978407116871"",""41730943"",""VIVAcoid""";;;;
"1762668751798055320,""Wed Feb 28 21:40:10 +0000 2024"",""0"",""@Zero8ok @prabowo @are_inismyname @99propaganda @BANGSAygSUJUD @Bank_Joee_ @bengkeldodo @Bull_winner @Lembayung071 @Ndons_Back @PapaBowoCenter Wkkkk kasian sih udah lama ...kasihlah skrg ...enggak percuma"",""1762955878167404730"","""",""Zero8ok"",""in"",""Indonesia"",""0"",""0"",""0"",""https://x.com/DwiAyutitiLest1/status/1762955878167404730"",""880169611961933824"",""DwiAyutitiLest1""";;;;
"1762851240743195099,""Wed Feb 28 21:39:47 +0000 2024"",""2"",""@OssyDermawan @prabowo @norwichnews Keren Mas. "",""1762955783271309584"","""",""OssyDermawan"",""in"",""Jakarta"",""0"",""1"",""1"",""https://x.com/ulil/status/1762955783271309584"",""18359715"",""ulil""";;;;
"1762668437422363132,""Wed Feb 28 21:39:14 +0000 2024"",""0"",""@eradotid Aneh jika trus melihat pak prabowo dr mslalunya trlps dy nyapres atau apalah. Liatyg dia lakukan ktka jd menhan. Yg lbh aneh itu kta sendiri masalaludan masa sekarang tetap sama tetapmelirik manusia dr masalalunya "",""1762955643433173068"","""",""eradotid"",""in"","""",""0"",""0"",""0"",""https://x.com/Hagaan3/status/1762955643433173068"",""948951957183414273"",""Hagaan3""";;;;
"1762786654870536583,""Wed Feb 28 21:38:35 +0000 2024"",""1"",""@SagalaS25737 @opposite6892 @fadlizon @prabowo setuju"",""1762955479167434965"","""",""SagalaS25737"",""in"","""",""0"",""0"",""0"",""https://x.com/NandaAnton1407/status/1762955479167434965"",""1736538493520867328"",""NandaAnton1407""";;;;
"1762637692343558428,""Wed Feb 28 21:37:22 +0000 2024"",""1"",""@sqytherin Masih mending dgn orba orang nya santun santun ngga seperti grup banteng macam mak banteng kalo ngomong kasar dan suka menghina masih mending mba Tutut mba titik Prabowo anggun dan berwibawa 🇮🇩"",""1762955173008478268"","""",""sqytherin"",""in"","""",""0"",""1"",""1"",""https://x.com/Kepleh230973/status/1762955173008478268"",""1538420415215050754"",""Kepleh230973""";;;;
"1762648619155636407,""Wed Feb 28 21:37:20 +0000 2024"",""0"",""@KATADATAcoid @okkymadasari Sdh pasrah deh.. suka2 mereka yang pasti Tanda ini gak akan akan menolong @prabowo @jokowi kelak di yaumil hisab"",""1762955165563515304"","""",""KATADATAcoid"",""in"","""",""0"",""0"",""0"",""https://x.com/RusnawatiS3405/status/1762955165563515304"",""1724534910696972288"",""RusnawatiS3405""";;;;
"1762851240743195099,""Wed Feb 28 21:37:14 +0000 2024"",""1"",""@OssyDermawan @prabowo @norwichnews Keren bro pidatonya "",""1762955143044325388"","""",""OssyDermawan"",""in"",""Jakarta Pusat, DKI Jakarta"",""0"",""1"",""0"",""https://x.com/RicKY_KCh/status/1762955143044325388"",""140727872"",""RicKY_KCh""";;;;
"1762831553091321907,""Wed Feb 28 21:36:25 +0000 2024"",""2"",""@eleanoraa90 @eRnaYunie @TeddGus Di kampungku sendiri tps 1 anis cuma dpt 8 suara ganjar 14 suara dan sisanya prabowo di tps kakakku suara anis 2 orang ganjar 15 orang begitupun tps lain yg sekitaran sama tempatku tinggal. Begitu pula temen ku yg jd kpps bilang prabowo yg unggul. Ga tau knp bisa diblg curang"",""1762954935686295790"","""",""eleanoraa90"",""in"",""Indonesia"",""0"",""1"",""0"",""https://x.com/HafidzaMumtaz/status/1762954935686295790"",""1167617382463897602"",""HafidzaMumtaz""";;;;
"1762703003973525733,""Wed Feb 28 21:35:56 +0000 2024"",""0"",""@sannyindra Sdh di bentuk KKR namun hingga detik ini belum berjalan. Padahal pak Mahfud sdh komit utk segera di jalankan. Sya yakin di Prabowo Gibran akan berjalan."",""1762954813317529779"","""",""sannyindra"",""in"","""",""0"",""0"",""0"",""https://x.com/MegaPKeliduan/status/1762954813317529779"",""1524640649739259906"",""MegaPKeliduan""";;;;
"1740553981456453826,""Wed Feb 28 21:35:55 +0000 2024"",""0"",""@tempodotco @prabowo @SBYudhoyono Udah punya kavling surga mah bebas dan pake ⭐4 lagi.. https://t.co/MyN5s52OP3"",""1762954810326995159"",""https://pbs.twimg.com/media/GHdGDkmaEAAsOsm.jpg"",""tempodotco"",""in"","""",""0"",""0"",""0"",""https://x.com/mbahbinong/status/1762954810326995159"",""1603553485408309249"",""mbahbinong""";;;;
"1762786654870536583,""Wed Feb 28 21:35:47 +0000 2024"",""0"",""@fadlizon @prabowo Suka-suka kaliannya dengan @jokowi mau bikin apa negeri ini.."",""1762954777594593554"","""",""fadlizon"",""in"",""Kupang NTT"",""0"",""0"",""0"",""https://x.com/YoppyLati3/status/1762954777594593554"",""1328685748019556352"",""YoppyLati3""";;;;
"1762954758711890375,""Wed Feb 28 21:35:43 +0000 2024"",""0"",""kalo di pikir2 jendral yang pasang badan dulu cuma prabowo sih emang dari mulai wiranto sampe sby dulu pada nyelametin diri sendiri.."",""1762954758711890375"","""","""",""in"",""in the darkness of the ache"",""0"",""0"",""0"",""https://x.com/vandalizh/status/1762954758711890375"",""850494360"",""vandalizh""";;;;
"1762768923450364132,""Wed Feb 28 21:34:53 +0000 2024"",""2"",""@NdrewsTjan Weee...yg Bilang 02 menang siapaa... Maksa skali....prabowo gak akan di lantik cuk"",""1762954550733107297"","""",""AndrewsTjan"",""in"","""",""0"",""0"",""0"",""https://x.com/InaRidho4/status/1762954550733107297"",""1483816451127803904"",""InaRidho4""";;;;
"1762937352995983523,""Wed Feb 28 21:34:48 +0000 2024"",""0"",""@pandji Prabowo bukanlah presiden yg kumau . Tapi dari pada anis mending komeng yg maju"",""1762954528801128836"","""",""pandji"",""in"","""",""0"",""1"",""0"",""https://x.com/ioiyfcc/status/1762954528801128836"",""967334086594326528"",""ioiyfcc""";;;;
"1762861493132095697,""Wed Feb 28 21:34:33 +0000 2024"",""0"",""@Dennysiregar7 Berarti presiden ga setulus hati kasihan kepada orang tuanya mahasiswa yang diculik kalau presiden ngasih pangkat bintang?Apa nandain bahwa ngasih bintang ke Prabowo biar pada orang orang bahwa Prabowo orang bermasalah dengan HAM?"",""1762954465332887573"","""",""Dennysiregar7"",""in"","""",""0"",""0"",""0"",""https://x.com/SuganSugan70934/status/1762954465332887573"",""1741014245695979520"",""SuganSugan70934""";;;;
"1762954457653068240,""Wed Feb 28 21:34:31 +0000 2024"",""0"",""Dulu kalopun Prabowo di pecat secara tidak terhormat itu yg pecat cuman Wiranto issu penculikan 98 itu berarti hoax beserta media2 yg menulis di headlinenya saat itu untuk merusak image prabowo. Sekarang yang lantik presiden yang memiliki menitipkan anaknya menjadi cawapres "",""1762954457653068240"","""","""",""in"",""Kota Bima NTB-Indonesia"",""0"",""0"",""0"",""https://x.com/anassuardin/status/1762954457653068240"",""281681890"",""anassuardin""";;;;
"1762653480169431488,""Wed Feb 28 21:34:29 +0000 2024"",""0"",""@BSbukit Sudah kubilang jangan beraharap banyak sama PDIP masing2 pegang kartu kalau sampai hak angket di gulir Jokowi Dan Mega akan buka kartu semua kebusukan mereka. Prabowo 100% Presiden 2024"",""1762954448199139505"","""",""BSbukit"",""in"","""",""0"",""0"",""0"",""https://x.com/TripIrvan27403/status/1762954448199139505"",""1738209914219298816"",""TripIrvan27403""";;;;
"1762778907391205859,""Wed Feb 28 21:34:19 +0000 2024"",""0"",""@NdrewsTjan Kalo bandingin dengan pendukung sih gak akan ada titik temu. Karena masnya pro prabowo jadi ya pasti dominan gak percaya sama video bocor alusnya tempo."",""1762954406507823273"","""",""AndrewsTjan"",""in"",""Rumah "",""0"",""0"",""0"",""https://x.com/tuanmudaedo/status/1762954406507823273"",""137259997"",""tuanmudaedo""";;;;
"1762940724860043600,""Wed Feb 28 21:33:33 +0000 2024"",""0"",""@Resty_J_Cayah @wiranto1947 @prabowo @sospolkw konoha army sudah dimakzulkan"",""1762954216216400018"","""",""Resty_J_Cayah"",""in"",""In Your Nightmare"",""0"",""0"",""0"",""https://x.com/jorokwileaks/status/1762954216216400018"",""1461689742127341573"",""jorokwileaks""";;;;
"1762830348931801251,""Wed Feb 28 21:33:30 +0000 2024"",""0"",""@Fahrihamzah Sejarah takkan pernah hilang..belum hilang sejarah penculikan dan sekarang bakal ada sejarah baru .DIPENGHUNJUNG USIA PRABOWO DINODAI DWNGAN Pilpres KECURANGAN YANG SANGAT BRUTAL"",""1762954200437391708"","""",""Fahrihamzah"",""in"","""",""0"",""0"",""0"",""https://x.com/josnidar45981/status/1762954200437391708"",""1749295283983503360"",""josnidar45981""";;;;
"1762741263089148322,""Wed Feb 28 21:33:22 +0000 2024"",""0"",""@Nidyna10 Emang Jokowi goblok nyah GK ketulungan apa jasa nyah Prabowo itu Presiden paling memalukan adalah Jokowi udah kurus kurang gizi Eh otak nyah kerdil"",""1762954166690107743"","""",""Nidyna10"",""in"","""",""0"",""0"",""0"",""https://x.com/RaisaIc02816548/status/1762954166690107743"",""1631751076209917952"",""RaisaIc02816548""";;;;
"1762606170374869026,""Wed Feb 28 21:33:21 +0000 2024"",""1"",""@AiraNtieReal biar jokowi dapet jabatan di pemerintahannya Prabowo"",""1762954163946975582"","""",""AiraNtieReal"",""in"","""",""0"",""0"",""0"",""https://x.com/FarilStudents/status/1762954163946975582"",""1585436306804723712"",""FarilStudents""";;;;
"1762727469260648722,""Wed Feb 28 21:33:04 +0000 2024"",""0"",""@abu_waras Fixed Jokowi gak tahu apa2 tentang 98 bahkan dia lebih mementingkan egonya dibandingkan mikirin masalah HAM. Dg alasan sesuai aturan yg ada dia menunjukkan hukum sudah jadi alat kekuatannya padahal sebaliknya."",""1762954093415550993"","""",""abu_waras"",""in"","""",""0"",""0"",""0"",""https://x.com/BudhiPrabowo7/status/1762954093415550993"",""1604229382536859649"",""BudhiPrabowo7""";;;;
"1762861493132095697,""Wed Feb 28 21:33:01 +0000 2024"",""1"",""@Dennysiregar7 Apa yg diucapkan adalah kebalikan dari kenyataan nya dlu Jkoxi sndri bilang Prabowo dipecat dr TNI &amp"; melanggar HAM skrng krn si Pecatan dr TNI &amp;" pelanggar HAM brdampingan dng Anaknya trus diberi Gelar Kehormatan Munafik bngt"",""1762954080203493813"","""",""Dennysiregar7"",""in"",""Indonesia"",""0"",""1"",""0"",""https://x.com/lennilenni549/status/1762954080203493813"",""1604738812537552896"",""lennilenni549""";;
"1762954048645538107,""Wed Feb 28 21:32:53 +0000 2024"",""0"",""Hasil Keputusan Dewan Kehormatan Perwira pada Agustus 1998 HANYA berpendapat yaitu: MEMBERI SARAN untuk memberhentikan Letjen Prabowo Subianto. Hanya Presiden yang dapat memberhentikan dan Keppres 1998 Prabowo diberhentikan dengan hormat bukan dipecat. https://t.co/E9WkSHq4N9"",""1762954048645538107"",""https://pbs.twimg.com/media/GHZ9KrGbMAAbWIp.jpg"","""",""in"",""Israel"",""0"",""0"",""0"",""https://x.com/dediapmin/status/1762954048645538107"",""333908090"",""dediapmin""";;;;
"1762789646071918747,""Wed Feb 28 21:31:36 +0000 2024"",""0"",""@Lomography_Shop @GwynxAsh @jokowi @prabowo @airlangga_hrt @ganjarpranowo @puanmaharani_ri @ahmad_bellamy @juragan22909094 @BosPurwa Pasti kita hanya menyaksikan saja"",""1762953723033338339"","""",""Lomography_Shop"",""in"","""",""0"",""0"",""0"",""https://x.com/benhogge7/status/1762953723033338339"",""1727485561"",""benhogge7""";;;;
"1762789646071918747,""Wed Feb 28 21:31:16 +0000 2024"",""0"",""@hagj12 @GwynxAsh @jokowi @prabowo @airlangga_hrt @ganjarpranowo @puanmaharani_ri @ahmad_bellamy @juragan22909094 @BosPurwa Tapi mba puan memang gak ikut2tan ko"",""1762953638320963656"","""",""hagj12"",""in"","""",""0"",""0"",""0"",""https://x.com/benhogge7/status/1762953638320963656"",""1727485561"",""benhogge7""";;;;
"1762789426307228062,""Wed Feb 28 21:30:43 +0000 2024"",""0"",""@bdb56vr @gvfftj @jokowi @prabowo @airlangga_hrt @UmarSyadatHsb__ @Tan_Mar3M @Resty_J_Cayah @ganjarpranowo @puanmaharani_ri MK itu ada bang bro"",""1762953502949830971"","""",""bdb56vr"",""in"","""",""0"",""0"",""0"",""https://x.com/benhogge7/status/1762953502949830971"",""1727485561"",""benhogge7""";;;;
"1762789426307228062,""Wed Feb 28 21:30:31 +0000 2024"",""0"",""@hagj12 @gvfftj @jokowi @prabowo @airlangga_hrt @UmarSyadatHsb__ @Tan_Mar3M @Resty_J_Cayah @ganjarpranowo @puanmaharani_ri Menang kalah itu bisa dia kaya baru dipolitik"",""1762953450625917082"","""",""hagj12"",""in"","""",""0"",""0"",""0"",""https://x.com/benhogge7/status/1762953450625917082"",""1727485561"",""benhogge7""";;;;
"1762949574065377710,""Wed Feb 28 21:30:28 +0000 2024"",""0"",""pd akhirnya he continues keeping his words since 2001. Bukan kaya paslon sebelah menye2 ngomongnya. Engga gw ga ngebela mertua. Gw cuma gamau ikut dikocok di air comberan. Belajar dr prabowo selalu ambil jalan tengah karma akhirat biar menjawab"",""1762953437526814938"","""",""phd_suguru"",""in"",""📍in KSA 🇸🇦 "",""1"",""0"",""0"",""https://x.com/phd_suguru/status/1762953437526814938"",""1163132026779774978"",""phd_suguru""";;;;
"1762789158740004999,""Wed Feb 28 21:29:51 +0000 2024"",""0"",""@bdb56vr @haliday0147 @jokowi @prabowo @airlangga_hrt @ganjarpranowo @puanmaharani_ri @BosPurwa @BudTeguh @Danu_d4nu Keangkuhnya Ganjar bikin kasian puan"",""1762953285290663976"","""",""bdb56vr"",""in"","""",""0"",""0"",""0"",""https://x.com/benhogge7/status/1762953285290663976"",""1727485561"",""benhogge7""";;;;
"1762694720181182486,""Wed Feb 28 21:29:11 +0000 2024"",""0"",""@bengkeldodo @jatmiko99604253 @yusufagro @Papa_Brewook @ajengcute16__ @AndreasSolusi @ArizaPatria @ireng_wereng @Ndons_Back @Lembayung071 Ya artinya kena pecat juga Anies aja diberhentikan/ di resufle dgn hormat kalian bilang menteri pecatan masak Prabowo gak boleh kita bilang jendral pecatan. Emang syarat menjadi cebong itu harus GOBLOK !!"",""1762953117174481311"","""",""bengkeldodo"",""in"","""",""0"",""0"",""1"",""https://x.com/TripIrvan27403/status/1762953117174481311"",""1738209914219298816"",""TripIrvan27403""";;;;
"1762789158740004999,""Wed Feb 28 21:29:03 +0000 2024"",""0"",""@Lomography_Shop @haliday0147 @jokowi @prabowo @airlangga_hrt @ganjarpranowo @puanmaharani_ri @BosPurwa @BudTeguh @Danu_d4nu Pasti dong gak sabar pelantikan"",""1762953082332500391"","""",""Lomography_Shop"",""in"","""",""0"",""0"",""0"",""https://x.com/benhogge7/status/1762953082332500391"",""1727485561"",""benhogge7""";;;;
"1762853482699403294,""Wed Feb 28 21:28:35 +0000 2024"",""0"",""@Hasbil_Lbs @prabowo Ini lucu ketika 2019 menuduh Prabowo pelanggar HAM dan 2024 memberikan anugerah kehormatan jadi manusia kok nggak konsisten"",""1762952965500084560"","""",""Hasbil_Lbs"",""in"","""",""0"",""0"",""0"",""https://x.com/DwiH1322944/status/1762952965500084560"",""1747249432901611520"",""DwiH1322944""";;;;
"1762788550423335109,""Wed Feb 28 21:28:21 +0000 2024"",""0"",""@Lomography_Shop @GlowTryz @jokowi @prabowo @airlangga_hrt @ganjarpranowo @puanmaharani_ri @Naz_lira @aindraku @Hudakeyy Itu akal akalan ganjar gak sih?"",""1762952905106370971"","""",""Lomography_Shop"",""in"","""",""0"",""0"",""0"",""https://x.com/benhogge7/status/1762952905106370971"",""1727485561"",""benhogge7""";;;;
"1762788550423335109,""Wed Feb 28 21:27:49 +0000 2024"",""0"",""@beladomendes @GlowTryz @jokowi @prabowo @airlangga_hrt @ganjarpranowo @puanmaharani_ri @Naz_lira @aindraku @Hudakeyy Susah kalo lg kepanasan ngebet jadi presiden wkwkwk"",""1762952772411158676"","""",""beladomendes"",""in"","""",""0"",""0"",""0"",""https://x.com/benhogge7/status/1762952772411158676"",""1727485561"",""benhogge7""";;;;
"1762507774267949198,""Wed Feb 28 21:27:43 +0000 2024"",""1"",""@anggrek_13 @H4T14K4LN4L42 @jokowi @prabowo @CCICPolri @DivHumas_Polri Nah bener .. makin kesini makin kesana akun-akun provokator. "",""1762952746242822603"","""",""anggrek_13"",""in"",""DKI Jakarta, Indonesia"",""0"",""0"",""0"",""https://x.com/mata_juleha/status/1762952746242822603"",""1150973563412733952"",""mata_juleha""";;;;
"1762787001030574229,""Wed Feb 28 21:27:01 +0000 2024"",""0"",""@Batman2Kryptic @gvfftj @jokowi @prabowo @airlangga_hrt @ganjarpranowo @puanmaharani_ri @NenkMonica @firman__nurhuda @satriohendri Rakyat yg mana?"",""1762952571084591107"","""",""Batman2Kryptic"",""in"","""",""0"",""0"",""0"",""https://x.com/benhogge7/status/1762952571084591107"",""1727485561"",""benhogge7""";;;;
"1762952478444998868,""Wed Feb 28 21:26:39 +0000 2024"",""223"",""Bro @aniesbaswedan - @ganjarpranowo masih ingat kan momen ini dimana semua mata hati tersigap melihat 2 anak bangsa merendahkan seseorang yg sudah banyak jasa untuk nusa bangsa di saat itu pula banyak do'a terucap agar Gusti Alloh menaikan derajat @prabowo lihatlah sekarang! https://t.co/lbU1AcY6Sn"",""1762952478444998868"",""https://pbs.twimg.com/ext_tw_video_thumb/1762952442113855488/pu/img/aM11xFNygKVAcpNT.jpg"","""",""in"","""",""7"",""84"",""60"",""https://x.com/99propaganda/status/1762952478444998868"",""1427095335084515333"",""99propaganda""";;;;
"1762787413469069496,""Wed Feb 28 21:26:17 +0000 2024"",""0"",""@hagj12 @GwynxAsh @jokowi @prabowo @airlangga_hrt @ganjarpranowo @puanmaharani_ri @UyokBack @DoankWarto @YRadianto Itu kebeletannya ganjar aja"",""1762952385625043336"","""",""hagj12"",""in"","""",""0"",""0"",""0"",""https://x.com/benhogge7/status/1762952385625043336"",""1727485561"",""benhogge7""";;;;
"1762689957679034647,""Wed Feb 28 21:26:08 +0000 2024"",""0"",""@neohistoria_id @prabowo @detikcom panglima abri atasannya prabowo sendiri aja uda ngomong sendiri"",""1762952349226856484"","""",""neohistoria_id"",""in"",""16724"",""0"",""0"",""0"",""https://x.com/drooggies/status/1762952349226856484"",""1512064883499876358"",""drooggies""";;;;
"1762940724860043600,""Wed Feb 28 21:25:47 +0000 2024"",""0"",""@Resty_J_Cayah @wiranto1947 @prabowo @sospolkw Emang elu siape?"",""1762952259909087711"","""",""Resty_J_Cayah"",""in"","""",""0"",""0"",""0"",""https://x.com/Ath11205805/status/1762952259909087711"",""1065254610540015617"",""Ath11205805""";;;;
